,Austria Debt,Belgium Debt,Cyprus Debt,Germany Debt,Estonia Debt,Spain Debt,Finland Debt,France Debt,Greece Debt,Croatia Debt,Ireland Debt,Italy Debt,Lithuania Debt,Luxembourg Debt,Latvia Debt,Malta Debt,Netherlands Debt,Portugal Debt,Slovenia Debt,Slovakia Debt,Austria MA-5,Belgium MA-5,Croatia MA-5,Cyprus MA-5,Estonia MA-5,Finland MA-5,France MA-5,Germany MA-5,Greece MA-5,Ireland MA-5,Italy MA-5,Latvia MA-5,Lithuania MA-5,Luxembourg MA-5,Malta MA-5,Netherlands MA-5,Portugal MA-5,Slovakia MA-5,Slovenia MA-5,Spain MA-5,Malta PDs,Austria PDs,Belgium PDs,Croatia PDs,Cyprus PDs,Spain PDs,Estonia PDs,Finland PDs,France PDs,Greece PDs,Germany PDs,Ireland PDs,Italy PDs,Latvia PDs,Lithuania PDs,Luxembourg PDs,Netherlands PDs,Portugal PDs,Slovakia PDs,Slovenia PDs,Austria Market Access,Belgium Market Access,Cyprus Market Access,Croatia Market Access,Estonia Market Access,Finland Market Access,France Market Access,Germany Market Access,Greece Market Access,Ireland Market Access,Italy Market Access,Latvia Market Access,Lithuania Market Access,Luxembourg Market Access,Malta Market Access,Netherlands Market Access,Portugal Market Access,Slovakia Market Access,Slovenia Market Access,Spain Market Access
2010-01,145669.0,254893.469,5546.0,931459.0,12.0,374322.0,49519.0,943196.0,270270.0,0.0,77515.427,1271427.018,,2000.0,,3224.184,205976.53,102264.5,12468.353,20068.094,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,5.741,0.7988,0.7185,0.645,1.3289,0.8151,0.0,0.0013,0.3581,23.6258,0.2109,0.8393,1.3867,1.0813,0.2297,0.0104,0.0421,2.5466,98.2333,0.3518,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2010-02,146781.0,258960.556,6490.0,949851.0,12.0,383281.0,49518.0,958767.0,278324.0,0.0,79608.311,1282065.375,,2000.0,,3262.164,216080.14,104210.0,12469.281,18616.318,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,45.3514,19.5087,0.7158,0.6498,1.3758,19.9948,0.0002,0.0015,12.1965,26.1466,0.23,22.1426,1.433,1.1688,0.2788,0.0113,2.0996,2.8226,98.1606,0.3657,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2010-03,148439.0,254886.877,6485.0,953138.0,12.0,394371.0,53518.0,980310.0,283171.0,0.0,80863.334,1287373.679,,2000.0,,3262.164,220613.81,105806.23,12601.891,19094.718,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,49.1445,22.1502,0.7726,17.483,25.311,23.2084,0.0003,0.086,14.5615,28.1479,8.7223,25.8404,26.793,19.6527,10.9403,0.0115,3.0382,34.7591,1.8951,12.1766,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2010-04,150939.0,258720.608,6478.0,958974.0,12.0,398341.0,55018.0,982405.0,279701.0,0.0,81518.509,1299168.421,,2000.0,,3262.164,224756.61,107664.73,12559.05,20300.218,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,53.6855,21.3341,0.9404,25.0799,31.3687,26.4703,0.0004,0.0821,17.048,33.3898,10.7494,42.052,32.6151,24.5298,15.9108,0.0182,4.8878,44.8467,1.9485,15.359,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2010-05,153279.0,258603.077,6459.0,976871.0,12.0,404910.0,55020.0,1001023.0,271158.0,0.0,83267.92,1316870.08,,4000.0,,3412.3,233917.28,103822.29,12560.086,20644.229,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,47.0999,22.3927,1.2088,24.4847,34.2214,29.0206,0.0003,0.0874,18.6547,35.4386,11.5443,43.343,34.7307,26.0954,15.4423,0.0257,6.1343,47.8058,2.3265,16.8843,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2010-06,155150.0,262295.353,6376.0,974975.0,12.0,413038.0,56520.0,1017032.0,271242.0,0.0,84747.103,1309194.042,,4000.0,,3369.637,239251.28,106525.92,12562.686,,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,46.5259,22.3179,1.2181,24.4174,35.4765,29.2363,0.0003,0.0903,18.0199,34.8009,11.4584,42.6728,34.6223,25.3308,17.3055,0.0242,5.9152,47.923,2.3233,16.7589,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2010-07,156510.0,269936.718,6358.0,975341.0,12.0,410429.0,56520.0,1011101.0,271235.0,0.0,86578.149,1331892.376,,4000.0,,3368.368,231775.76,108108.66,12558.064,,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,40.6937,23.9587,1.3891,25.9215,39.9477,33.4502,0.0005,0.1199,18.5628,39.976,11.985,44.028,33.3297,36.9098,17.7534,0.0292,5.2971,47.5262,5.5908,16.9836,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2010-08,157465.0,273496.267,6357.0,988787.0,12.0,413929.0,56495.0,1008417.0,271235.0,0.0,88110.659,1334100.779,,4000.0,,3547.613,231893.64,110872.06,12559.023,,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,45.2777,23.932,1.3352,25.8679,40.7392,32.5779,0.0005,0.0951,18.348,39.88,11.64,43.1297,32.8501,36.6659,18.1566,0.0274,5.2242,47.0632,5.0597,15.6304,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2010-09,159517.0,260804.461,6341.0,989903.0,12.0,421240.0,55486.0,1014027.0,270505.0,0.0,89609.196,1332432.339,,4000.0,,3547.613,234693.34,113832.97,12560.286,21352.547,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,48.9091,23.3814,1.2198,26.0472,40.8837,31.2829,0.0005,0.0843,16.7757,38.3842,10.9254,42.4431,32.3806,27.0525,19.3635,0.0238,4.4984,46.6269,3.9358,13.1873,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2010-10,161057.0,264022.194,6340.0,991248.0,12.0,429483.0,55106.0,1017455.0,270536.0,0.0,89580.51,1355497.185,,4000.0,,3547.613,237508.34,113832.97,12559.007,23627.047,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,42.3317,14.4184,0.4281,24.5527,35.6125,24.2038,0.0009,0.0809,8.7107,20.128,5.726,23.7137,24.7314,20.4268,24.5948,0.0075,2.2504,34.3693,0.6274,11.9485,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2010-11,162157.0,264034.418,7340.0,1071642.0,12.0,436524.0,56606.0,1034500.0,270508.0,0.0,89882.415,1355828.29,,4000.0,,3611.457,240481.54,116348.37,12559.663,23748.047,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,41.163,14.5184,0.3984,25.3389,38.6117,23.512,0.0008,0.0792,8.49,20.5181,5.7766,24.0887,24.895,19.5892,24.8862,0.0074,2.2529,35.0072,0.4386,11.8465,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
2010-12,162157.0,265943.518,7339.0,1060566.0,12.0,441543.0,56606.0,1038996.0,272731.0,0.0,90102.309,1347341.604,,4000.0,,3611.457,240481.16,120647.31,12560.804,23645.515,275723.4,335657.2,43263.2,17315.8,14414.0,180114.8,1894356.9,2475472.0,222282.6,181819.0,1581695.5,18606.1,26735.3,36231.6,5763.3,608962.6,170963.2,54261.4,33744.8,1039212.2,39.2858,14.3315,0.3946,25.822,37.7566,23.408,0.001,0.0715,8.5276,19.9051,5.7489,23.665,24.6243,19.8218,23.5455,0.0073,2.1506,36.1018,0.4341,11.6996,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
2011-01,157889.0,268787.831,7275.0,1063296.0,12.0,452383.0,58106.0,1043287.0,279025.0,0.0,90084.629,1372694.29,,4000.0,1502.134,3611.457,232606.16,122195.8,13723.609,23595.147,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,38.9922,13.2832,0.3681,25.1202,33.9991,24.1301,0.0002,0.0503,8.5392,19.3597,5.7267,24.9887,22.5248,18.6098,23.7753,0.0054,1.8973,39.5775,0.4496,12.066,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
2011-02,159564.0,271782.831,6907.0,1068321.0,12.0,464372.0,56433.0,1063097.0,279375.0,0.0,89992.634,1372491.597,,4000.0,1527.324,3718.065,234376.07,125530.78,13686.004,24939.247,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,37.251,11.5949,0.3808,25.5812,39.87,21.3813,0.0002,0.0652,7.2001,18.4123,5.8082,22.2879,22.7443,19.4874,23.3266,0.0055,1.5741,40.2924,0.4632,11.8523,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
2011-03,160918.0,268920.241,6932.0,1073796.0,12.0,478317.0,56433.0,1081852.0,270753.0,0.0,89807.103,1362294.774,,4000.0,1530.655,3718.065,244120.06,126321.78,15187.231,24932.978,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,33.8701,0.3925,0.3874,22.2841,35.4991,1.0102,0.0,0.0478,0.1946,17.8346,4.7008,1.038,1.158,17.7909,19.6324,0.0054,0.0361,38.5382,0.4688,9.5634,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
2011-04,162423.0,272751.037,6931.0,1095445.0,12.0,470924.0,57933.0,1081859.0,269254.0,0.0,89589.667,1383818.408,,4000.0,1546.595,3718.065,248471.06,123849.78,14738.597,24900.81,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.6319,0.4881,0.3591,1.1842,2.0817,1.1766,0.0001,0.0009,0.2154,15.9144,0.1156,0.8995,1.3813,0.5373,0.6629,0.0051,0.0319,3.7918,0.242,0.3119,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
2011-05,163743.0,276985.637,6930.0,1113603.0,12.0,478833.0,57941.0,1102673.0,262851.0,0.0,89580.672,1390029.818,,4000.0,1560.254,3919.89,251739.97,123818.62,14689.567,25132.71,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.9488,0.4911,0.3583,1.2096,1.8089,1.1927,0.0001,0.0009,0.2316,15.3536,0.1181,0.8482,1.4416,0.539,0.6199,0.0052,0.0324,3.6586,0.254,0.3193,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-06,165503.0,277204.684,7007.0,1114155.0,12.0,486722.0,59441.0,1121472.0,262842.0,0.0,89625.672,1396267.407,,4000.0,1560.694,3923.215,260432.89,118920.05,14691.727,25467.11,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.7768,0.5067,0.3572,1.1363,1.5667,1.2124,0.0001,0.0008,0.2393,14.9005,0.1175,0.8784,1.4138,0.5398,0.5887,0.0052,0.0318,2.8692,0.2539,0.3176,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-07,167184.0,279951.737,7722.0,1109228.0,12.0,479061.0,59441.0,1108162.0,262702.0,0.0,89683.627,1414620.582,,4000.0,1602.763,3923.215,250951.74,118870.65,14693.662,25507.928,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.8439,0.4669,0.3175,1.4554,3.3776,1.2391,0.0002,0.0008,0.2483,23.758,0.1157,1.0846,1.3898,0.5975,0.5119,0.0052,0.0338,3.6061,0.4963,0.2793,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-08,167184.0,282562.537,7744.0,1131372.0,12.0,483166.0,59441.0,1102968.0,256957.0,0.0,89778.857,1404390.715,,4000.0,1625.546,3923.215,251365.74,118870.65,14694.39,25609.528,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,3.1563,0.4877,0.3287,1.5137,3.208,1.2549,0.0002,0.0008,0.2547,24.5802,0.1166,1.1018,1.3542,0.609,0.5714,0.0052,0.0364,3.7421,0.5081,0.2642,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-09,168769.0,273758.449,7743.0,1132692.0,12.0,490878.0,62441.0,1105729.0,256767.0,0.0,89588.627,1378022.408,,4000.0,1646.694,3888.274,256364.76,118870.65,14694.707,25857.029,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.4848,0.4437,0.3319,1.2077,3.2127,1.264,0.0006,0.0008,0.2513,24.3564,0.1184,1.0683,1.3516,0.5113,0.516,0.0053,0.0345,3.3485,0.5323,0.2677,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-10,169869.0,274129.549,7742.0,1139156.0,12.0,488502.0,62441.0,1107758.0,256761.0,0.0,89680.627,1396545.435,,4000.0,1657.913,3888.274,261103.76,118820.65,14749.911,26083.301,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.289,0.4154,0.3601,0.7774,3.2933,1.3687,6.1186,0.0009,0.2243,25.1099,0.1037,1.1713,1.3386,0.4754,0.4595,0.0057,0.0366,5.9188,0.5504,0.2772,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-11,171145.0,275730.624,7742.0,1173238.0,12.0,498113.0,63941.0,1124852.0,256898.0,0.0,85283.632,1394795.773,,4000.0,1518.842,4056.262,265527.65,118820.65,14706.782,25911.301,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,1.7641,0.4236,0.3777,0.8289,3.3118,1.4059,1.7716,0.001,0.2237,25.3567,0.1083,1.146,1.2826,0.4655,0.403,0.0058,0.0373,6.0652,0.5708,0.2825,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2011-12,171005.0,284408.011,7742.0,1172272.0,12.0,512020.0,63941.0,1127523.0,256500.0,0.0,85309.632,1406803.278,,4000.0,1515.368,4054.171,265527.48,118820.65,15614.666,25892.451,284062.6,346298.2,45094.0,18200.2,15093.3,184811.0,1941162.4,2533382.0,228046.0,181208.7,1605469.8,19475.2,28070.7,38656.0,6109.0,626942.6,175224.7,60158.8,35172.1,1069016.8,2.4419,0.4765,0.4048,0.8746,3.2937,1.4663,0.586,0.001,0.2421,25.9957,0.1165,1.2205,1.303,0.4929,0.4248,0.0065,0.0408,7.168,0.6198,0.3401,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-01,177475.0,289295.865,7281.0,1171877.0,12.0,528825.0,63941.0,1131326.0,256446.0,0.0,85318.332,1426941.48,,4000.0,,4054.171,256590.42,118380.2,15538.806,26688.047,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.6272,0.5786,0.4432,0.8329,3.3541,1.7985,9.5327,0.001,0.2617,27.0511,0.1299,1.844,1.4692,0.4876,0.6467,0.0086,0.0475,8.2807,0.8473,0.3942,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-02,177605.0,290277.065,6724.0,1186811.0,12.0,543375.0,66941.0,1150332.0,257633.0,0.0,85337.032,1411277.7,,4000.0,,4328.874,266778.33,117745.2,14539.632,27039.547,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,3.0129,0.5307,0.4332,0.851,3.1204,1.6814,1.3145,0.001,0.3237,27.8692,0.1257,4.0493,1.4762,0.6674,0.5793,0.0083,0.0481,8.3739,0.8241,0.4782,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-03,178705.0,290457.681,6724.0,1183477.0,12.0,551730.0,67541.0,1168082.0,131459.0,0.0,79650.632,1409646.9,,5000.0,,4328.874,273509.23,117688.95,14539.654,27345.206,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.7379,0.4736,0.3962,0.8531,3.2414,1.827,0.0012,0.001,0.3342,28.4673,0.1219,4.3401,1.4635,0.8632,0.6199,0.0083,0.0427,10.5354,0.6917,0.4797,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-04,180025.0,294586.682,6723.0,1183341.0,12.0,544311.0,67541.0,1166823.0,124081.0,0.0,83142.44,1399485.55,,5000.0,,4328.874,278447.43,118197.4,14540.468,27934.305,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.5225,0.4928,0.4265,1.128,2.9399,3.054,0.0003,0.0008,0.3687,31.4559,0.1269,4.5256,1.7675,0.9028,0.5062,0.0097,0.0492,12.4657,0.5468,0.4618,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-05,180985.0,297700.202,6722.0,1198094.0,12.0,549781.0,68541.0,1185278.0,119727.0,0.0,83131.24,1414970.69,,5000.0,,4248.51,284563.31,117983.54,14543.747,27164.488,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.3834,0.4285,0.3842,1.0541,2.6515,3.1559,0.0002,0.0007,0.3374,31.3897,0.1176,3.6607,1.7758,0.78,0.4295,0.0087,0.0435,11.8261,0.4852,0.5025,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-06,182085.0,300383.527,8609.0,1199370.0,12.0,554616.0,68541.0,1201557.0,119384.0,0.0,83131.44,1432944.46,,5000.0,,4428.201,288309.06,109523.28,14544.287,27530.07,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.3619,0.41,0.3872,1.021,3.3436,3.3476,0.0002,0.0007,0.3094,31.2945,0.1124,4.6457,1.7604,0.7978,0.4951,0.0069,0.0434,10.5689,0.4825,0.6018,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-07,176906.0,300517.327,8609.0,1199211.0,12.0,547685.0,70041.0,1194760.0,119346.0,0.0,83109.94,1431014.99,,5000.0,,4428.201,284908.47,109395.78,14544.804,27748.57,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.5753,0.4789,0.3896,1.3915,6.4971,5.5683,0.0002,0.0008,0.313,34.0989,0.1271,3.9743,1.8944,1.0093,0.5553,0.0065,0.05,11.3675,0.7845,0.5699,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-08,176906.0,304763.327,8607.0,1204249.0,12.0,551229.0,70041.0,1192968.0,118246.0,0.0,87295.458,1429735.03,,5000.0,,4428.201,284908.47,109354.42,14544.883,28267.87,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.6008,0.4947,0.3966,1.4366,6.0465,6.9745,0.0002,0.0008,0.2964,32.8164,0.1286,3.4364,1.9158,0.9747,0.6565,0.0068,0.0517,9.7016,0.8369,0.5549,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-09,178116.0,298713.842,8607.0,1199025.0,12.0,565062.0,68008.0,1196409.0,118045.0,0.0,88506.458,1440010.59,,5000.0,,4216.979,288891.42,111013.11,14545.399,28499.87,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,2.5907,0.4888,0.3945,1.4556,6.025,6.1347,0.0002,0.0008,0.2835,33.1485,0.1285,2.5793,1.8742,0.9426,0.6474,0.0071,0.0515,8.1965,0.8147,0.5255,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-10,179440.0,298989.495,8606.0,1197140.0,12.0,559813.0,69509.0,1195576.0,118050.0,0.0,88259.411,1458249.8,,5000.0,,4216.979,291740.26,111858.27,14545.672,28688.77,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,3.1427,0.4863,0.3941,1.3083,7.268,6.9323,0.0002,0.001,0.2768,32.4151,0.1295,2.6949,2.1546,0.8532,0.6552,0.0061,0.0543,8.9028,0.7633,0.5539,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
2012-11,194802.0,306386.052,8606.0,1183581.0,12.0,625021.0,69509.0,1212892.0,118062.0,0.0,88295.411,1463695.7,,5000.0,,4356.966,294561.761,113187.66,14485.022,29744.435,292509.2,357016.9,46122.7,18919.0,15727.5,189769.8,1984386.5,2597528.0,225881.3,178849.5,1624969.4,19989.8,29484.1,40685.7,6439.4,640656.4,177236.2,65366.3,36268.5,1081759.6,3.6215,0.4773,0.3885,1.2577,8.1153,6.6998,0.0002,0.0009,0.2597,32.1754,0.1289,2.5252,2.2067,0.778,0.6363,0.006,0.052,8.5571,0.745,0.533,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
