,Austria Debt,Belgium Debt,Cyprus Debt,Germany Debt,Estonia Debt,Spain Debt,Finland Debt,France Debt,Greece Debt,Croatia Debt,Ireland Debt,Italy Debt,Lithuania Debt,Luxembourg Debt,Latvia Debt,Malta Debt,Netherlands Debt,Portugal Debt,Slovenia Debt,Slovakia Debt,Austria MA-5,Belgium MA-5,Croatia MA-5,Cyprus MA-5,Estonia MA-5,Finland MA-5,France MA-5,Germany MA-5,Greece MA-5,Ireland MA-5,Italy MA-5,Latvia MA-5,Lithuania MA-5,Luxembourg MA-5,Malta MA-5,Netherlands MA-5,Portugal MA-5,Slovakia MA-5,Slovenia MA-5,Spain MA-5,Malta PDs,Austria PDs,Belgium PDs,Croatia PDs,Cyprus PDs,Spain PDs,Estonia PDs,Finland PDs,France PDs,Greece PDs,Germany PDs,Ireland PDs,Italy PDs,Latvia PDs,Lithuania PDs,Luxembourg PDs,Netherlands PDs,Portugal PDs,Slovakia PDs,Slovenia PDs,Austria Market Access,Belgium Market Access,Cyprus Market Access,Croatia Market Access,Estonia Market Access,Finland Market Access,France Market Access,Germany Market Access,Greece Market Access,Ireland Market Access,Italy Market Access,Latvia Market Access,Lithuania Market Access,Luxembourg Market Access,Malta Market Access,Netherlands Market Access,Portugal Market Access,Slovakia Market Access,Slovenia Market Access,Spain Market Access
2016-01,224622.0,329605.193,5952.0,1160256.0,0.0,779437.0,84465.0,1466604.0,59744.0,0.0,128107.416,1687893.26,8256.827,6250.0,4369.0,5025.589,329188.926,125426.66,20082.644,33753.402,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.169,0.7321,0.5239,5.193,5.8098,4.7165,0.0047,0.0106,0.3988,35.3351,0.1268,1.1206,2.9277,0.4392,3.6327,0.0042,0.095,8.377,3.1395,2.9728,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-02,230425.0,329423.016,5796.0,1162305.0,0.0,786927.0,84465.0,1461342.0,59744.0,0.0,128867.265,1712104.2,7263.918,6250.0,4399.0,5225.322,326368.843,123760.24,19126.924,31542.03,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.2674,0.6556,0.4786,5.5253,6.8136,4.0345,0.017,0.0109,0.3537,37.2559,0.1042,1.1216,3.2716,0.9241,3.3283,0.0038,0.0918,7.4961,2.6119,3.849,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-03,231461.0,323268.834,5763.0,1163760.0,0.0,800310.0,88465.0,1480953.0,59725.0,0.0,127393.43,1727795.42,7358.918,6250.0,4429.0,5155.439,330711.841,126529.65,20751.95,32030.454,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.1884,0.5489,0.5812,4.6032,6.4051,2.8856,0.0124,0.0113,0.353,32.6983,0.0904,0.8173,3.3956,0.7562,5.4373,0.0035,0.0923,7.8516,1.3515,3.1043,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-04,232544.0,326757.544,5773.0,1144886.0,0.0,783676.0,81965.0,1474155.0,59673.0,0.0,120862.598,1732742.8,7423.918,6250.0,4459.0,5235.439,319286.778,128279.65,20316.461,32506.354,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.179,0.5209,0.5338,4.2347,6.3626,3.2757,0.0326,0.0145,0.3648,32.1041,0.0906,0.5221,3.5187,0.5662,5.7997,0.0029,0.1126,7.4537,1.1479,3.33,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-05,233637.0,332856.418,5790.0,1159203.0,0.0,792561.0,81957.0,1492432.0,59439.0,0.0,121115.323,1741612.54,7415.857,6250.0,5129.0,5235.439,321977.485,130343.92,21502.042,33121.214,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.1762,0.4408,0.5713,3.6091,4.4563,3.0118,0.0339,0.0155,0.3871,31.4227,0.0847,0.5593,3.4313,0.5329,14.2592,0.0031,0.107,7.1816,1.0706,3.263,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-06,234807.0,337010.107,5779.0,1155317.0,0.0,803769.0,82957.0,1509407.0,59414.0,0.0,121111.013,1755783.26,7495.804,6250.0,5159.0,5235.439,326365.596,131516.32,21502.042,33543.959,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.1681,0.4597,0.4322,3.1571,5.7062,2.6563,0.0412,0.0147,0.4116,35.7261,0.0846,0.6228,3.2763,0.5369,11.4431,0.0032,0.1125,7.9153,1.4595,2.6051,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-07,236014.0,340439.796,6705.0,1145878.0,0.0,800491.0,82957.0,1496759.0,56872.0,0.0,120694.659,1758764.11,7555.782,6250.0,5054.0,5236.173,315478.122,129662.19,21502.042,33528.369,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.1666,0.4569,0.4342,3.1722,5.5467,2.6644,0.0404,0.0168,0.4146,35.3045,0.0829,0.6006,3.2815,0.5322,11.4242,0.0032,0.1124,7.8985,1.453,2.5577,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-08,236594.0,340431.513,6758.0,1158184.0,0.0,804164.0,82957.0,1502984.0,56875.0,0.0,120657.42,1729457.02,7640.74,6250.0,5084.0,5236.963,315378.122,130649.35,21502.042,33519.895,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.189,0.5602,0.3961,2.4335,5.9276,2.7271,0.012,0.0182,0.4318,37.9023,0.0925,1.3912,3.3734,0.7468,7.5908,0.0044,0.1316,7.8976,1.232,2.8184,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-09,226479.0,331961.54,6793.0,1160664.0,0.0,810791.0,85957.0,1517077.0,56707.0,0.0,121196.194,1723542.36,8150.721,6250.0,5126.0,5236.963,318662.122,128617.15,22502.042,33787.547,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.1841,0.5842,0.4049,2.2112,5.0209,2.5993,0.0123,0.0153,0.415,38.9016,0.0937,1.2795,2.972,0.732,8.5898,0.0059,0.1216,6.9911,0.887,3.2062,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-10,237138.0,333766.987,6770.0,1154564.0,0.0,800139.0,86958.0,1506454.0,56708.0,0.0,122218.874,1735891.2,8081.824,6250.0,5806.0,5396.196,320323.122,125550.08,22441.542,34166.793,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.1835,0.718,0.4007,2.1532,5.0079,2.9308,0.0101,0.0094,0.4068,38.3467,0.0876,0.8709,2.7219,0.8742,4.4595,0.0056,0.1,5.722,0.772,3.0062,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-11,242115.0,336703.029,6768.0,1165821.0,0.0,805217.0,87958.0,1507407.0,56713.0,0.0,122296.804,1743998.04,8169.267,6250.0,5806.0,5209.845,321797.984,127550.24,21941.542,33484.81,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.2079,0.7828,0.3775,2.1384,4.7362,3.0779,0.0106,0.0102,0.3846,38.7497,0.0853,0.863,3.1028,0.7252,8.571,0.0056,0.1065,5.2342,0.7431,2.9728,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2016-12,241224.0,334636.801,6475.0,1153258.0,0.0,809290.0,87958.0,1510448.0,56717.0,0.0,121840.624,1735420.06,8189.265,6250.0,5836.0,5206.454,321639.872,126993.55,21435.742,32957.532,323629.0,396358.6,45044.4,18564.2,19073.6,203515.4,2125182.9,2896834.0,183784.6,201105.7,1642134.0,21765.1,34606.3,49175.6,8362.3,671522.8,173622.4,75387.7,36904.4,1051273.4,0.4061,0.7527,0.4533,2.3928,5.395,3.5872,0.0211,0.013,0.3515,35.2098,0.0891,1.2133,3.3203,0.9817,4.9461,0.0055,0.1155,5.5143,1.0171,4.0459,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-01,243238.0,340540.993,6690.0,1146529.0,0.0,805802.0,87958.0,1534721.0,56716.0,0.0,126082.029,1759368.92,8229.258,6250.0,5823.0,5206.454,313858.918,129243.31,22735.742,30949.128,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.3816,0.7431,0.4529,2.4561,5.5046,3.9238,0.0201,0.0151,0.3332,33.6427,0.0856,1.1178,3.5361,1.0044,2.704,0.0054,0.1147,7.0677,0.9962,3.7846,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-02,235288.0,346539.377,6605.0,1136346.0,0.0,816631.0,92458.0,1534057.0,56718.0,0.0,126752.844,1748615.27,8134.476,8250.0,6473.0,5389.324,317996.798,130200.67,22735.742,31328.843,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.2541,0.6549,0.4,2.2164,5.0063,3.9475,0.0184,0.0126,0.3138,29.5928,0.0771,0.5795,3.2421,0.9909,4.2583,0.0037,0.0977,8.3518,0.9436,3.152,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-03,233118.0,339317.779,6610.0,1143352.0,0.0,829799.0,93458.0,1550165.0,56257.0,0.0,127426.98,1767633.42,8151.48,8250.0,6503.0,5389.324,318919.706,131128.18,23246.948,33548.149,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.2151,0.6608,0.4329,2.3691,5.5321,4.5011,0.0172,0.0137,0.3669,31.198,0.0834,0.5196,3.5021,0.7439,2.9872,0.0041,0.1024,8.6342,0.6882,3.1856,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-04,238913.0,341818.694,6514.0,1140306.0,0.0,818886.0,89958.0,1539678.0,54859.0,0.0,129501.64,1775613.25,8220.49,8250.0,6503.0,5389.324,310822.697,133479.58,22977.032,33067.467,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.198,0.638,0.3879,2.1403,4.8134,4.2815,0.0281,0.0083,0.3462,30.3013,0.08,0.3512,3.2267,0.6838,2.0787,0.0034,0.091,8.7548,0.6667,2.769,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-05,238402.0,344913.545,6517.0,1155229.0,0.0,831394.0,89958.0,1564258.0,54870.0,0.0,128882.038,1781564.17,9596.5,8250.0,6520.0,5389.324,312714.697,134650.34,24977.032,32394.599,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.2054,0.7037,0.4084,2.5041,4.9634,4.3407,0.0249,0.0085,0.379,30.3703,0.0831,0.3626,3.309,0.7247,2.4733,0.0033,0.1039,9.5451,0.6655,2.88,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-06,240024.0,335691.837,6827.0,1149564.0,0.0,841797.0,89958.0,1572486.0,54875.0,0.0,129323.638,1782649.7,9572.268,8250.0,6883.0,5389.324,315031.665,136000.4,24977.032,32756.82,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1636,0.7592,0.2905,2.5885,6.9861,3.4849,0.0186,0.0086,0.3395,28.2464,0.0761,0.3249,2.9625,0.6887,2.3421,0.0031,0.098,9.1056,0.7948,2.2592,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-07,238523.0,335690.989,6830.0,1138324.0,0.0,839448.0,89958.0,1558025.0,48907.0,0.0,130201.823,1803634.37,9632.278,8250.0,6883.0,5390.421,303953.656,137131.03,24977.032,32757.152,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1617,0.7648,0.2714,1.8494,5.0544,2.7998,0.065,0.0114,0.2719,25.3309,0.0667,0.2369,2.9233,0.5083,3.1408,0.0031,0.0794,6.7674,0.6119,1.734,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2017-08,241253.0,338490.573,6835.0,1156569.0,0.0,843698.0,89958.0,1565102.0,50332.0,0.0,129540.747,1780678.29,9519.288,8250.0,6883.0,5392.688,303953.65,138190.49,24977.032,32757.484,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1564,0.7648,0.2714,1.8491,4.1531,2.4274,0.0145,0.0105,0.1968,19.4119,0.0533,0.2333,0.2488,4.3011,3.1408,0.0029,0.0522,0.3344,0.5045,1.734,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017-09,244827.0,333300.268,6822.0,1155233.0,0.0,848390.0,86958.0,1586075.0,50326.0,0.0,130219.42,1786306.58,9529.256,8250.0,6883.0,5367.688,305773.65,138302.74,25677.032,33068.706,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1511,0.5184,0.2332,1.8621,3.8846,2.3279,0.0125,0.0075,0.25,19.7343,0.0715,0.221,2.2605,0.4511,3.1619,0.0028,0.0441,2.8269,0.5053,1.7462,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017-10,244822.0,336528.898,6828.0,1150669.0,0.0,842025.0,87958.0,1569000.0,50302.0,0.0,127697.621,1794026.72,9599.226,8250.0,6903.0,5367.688,311863.816,133528.99,24403.988,34287.86,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1299,0.4936,0.3075,1.7935,3.5225,2.3926,0.0081,0.2006,0.1746,16.2256,0.0495,0.1816,2.3216,0.4165,2.6274,0.0002,0.053,2.5456,0.4614,1.4764,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017-11,247038.0,336528.487,6837.0,1166449.0,0.0,852694.0,88953.0,1580511.0,50307.0,0.0,128383.561,1779732.27,10239.317,8250.0,6927.0,5103.835,313920.808,134778.04,24403.988,34525.611,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1473,0.466,0.3594,1.7577,4.7718,2.5014,0.0063,0.2117,0.1896,17.3546,0.0511,0.211,2.4695,0.3145,1.0321,0.0002,0.0557,3.0186,0.4808,1.4775,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017-12,247017.0,336500.225,6853.0,1159546.0,0.0,860118.0,88953.0,1583083.0,50457.0,0.0,127979.16,1778527.86,10284.327,8250.0,6938.0,5093.496,313819.743,135663.94,23852.388,34525.974,333128.7,406302.9,45405.9,18395.3,20163.1,207127.8,2159118.5,2986494.0,177979.2,221668.3,1651632.9,22860.2,36157.2,51552.5,9128.6,684355.2,175634.9,77386.1,37550.6,1062128.8,0.1594,0.4216,0.3677,1.8743,3.9686,2.5584,0.0056,0.2135,0.1815,17.1096,0.0533,0.2288,2.5283,0.3322,1.1274,0.0002,0.0558,3.0596,0.5384,1.6339,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-01,241949.0,341516.119,6771.0,1151723.0,0.0,861182.0,88953.0,1602337.0,50458.0,0.0,132047.739,1791519.67,10399.242,8250.0,6737.0,5093.496,303008.315,139558.94,25352.388,34668.002,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.1764,0.3796,0.3339,1.8669,3.8587,2.3663,0.0063,0.2003,0.1881,17.8381,0.0495,0.2295,2.4461,0.3582,0.5873,0.0002,0.0499,2.8911,0.5625,1.7474,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-02,243341.0,341515.493,6781.0,1148219.0,0.0,878288.0,91953.0,1602054.0,53462.0,0.0,132745.262,1792856.6,9154.405,8250.0,6757.0,5093.496,302388.31,140766.33,25352.388,34840.03,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.1773,0.3622,0.3185,1.8773,3.9086,2.3773,0.0061,0.2006,0.1764,20.2548,0.0464,0.2412,2.4688,0.3958,0.5902,0.0002,0.0486,2.8565,0.5098,1.7557,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-03,244391.0,339096.242,6789.0,1149836.0,0.0,886783.0,91953.0,1612473.0,53451.0,0.0,133263.862,1807982.1,9139.72,8250.0,6397.0,5093.496,307460.249,141819.57,25602.388,35017.934,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.1958,0.3496,0.3138,1.6962,3.7823,2.4033,0.0056,0.2009,0.1859,20.3872,0.0477,0.2564,2.3137,0.4091,1.2013,0.0002,0.0489,2.8192,0.5341,1.5304,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-04,245520.0,343475.115,9145.0,1129397.0,0.0,878683.0,92954.0,1606786.0,53453.0,0.0,137263.294,1820156.98,9244.667,8250.0,6437.0,4971.738,297335.234,144804.57,25546.097,35207.513,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.1535,0.325,0.2777,1.4904,3.2315,2.1658,0.0063,0.2047,0.1673,19.337,0.0415,0.2162,2.0038,0.3647,1.0244,0.0006,0.045,2.4476,0.4448,1.2971,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-05,246651.0,340975.06,9155.0,1142254.0,0.0,888136.0,92954.0,1610966.0,53406.0,0.0,137813.611,1833802.53,9119.619,8250.0,7106.0,4971.738,299135.234,146011.57,25546.097,35330.905,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.1221,0.3324,0.2792,1.4138,3.2706,2.2697,0.0064,0.2074,0.1688,21.0788,0.0377,0.3148,2.0832,0.3869,1.94,0.0006,0.0467,2.5757,0.4703,1.3197,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-06,248086.0,333308.522,9156.0,1138342.0,0.0,897841.0,93940.0,1633778.0,53410.0,0.0,137450.945,1830282.57,9204.589,8250.0,7127.0,4965.196,301607.219,140369.13,25546.097,36898.219,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0854,0.3234,0.2781,1.5714,3.0131,2.2142,0.0058,0.2089,0.1603,21.121,0.0388,0.202,1.9623,0.4061,1.9274,0.0006,0.044,2.2798,0.4487,1.1308,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-07,248406.0,337020.578,10002.0,1129555.0,0.0,893851.0,93940.0,1647835.0,51547.0,0.0,137831.416,1848190.41,9279.59,8250.0,7147.0,4802.399,291245.199,142295.17,25546.097,36895.752,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0866,0.2848,0.2949,1.5688,3.1526,2.1698,0.0254,0.2511,0.1577,19.5387,0.0381,0.219,2.004,0.3742,3.433,0.0006,0.0434,2.3033,0.437,1.1328,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-08,248406.0,337019.022,10009.0,1141901.0,0.0,898835.0,93940.0,1650813.0,51513.0,0.0,138057.215,1834723.29,9373.555,8250.0,7147.0,4802.399,291245.173,142234.67,25546.097,36896.161,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0878,0.3329,0.3019,1.3483,3.1607,2.2076,0.0262,0.2663,0.1621,19.7813,0.0406,0.2096,2.037,0.3599,3.3829,0.0005,0.046,2.6827,0.557,1.2511,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-09,249170.0,341043.315,11441.0,1139759.0,0.0,910608.0,91589.0,1670252.0,51509.0,0.0,138416.201,1841227.74,9483.532,8250.0,7510.0,4732.049,294240.173,143023.17,25546.097,37100.312,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0937,0.3743,0.2987,1.5234,3.2295,2.1493,0.0266,0.2727,0.1667,19.9821,0.0453,0.1676,2.1605,0.3128,2.4264,0.0005,0.0499,3.0486,0.6956,1.1952,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-10,243238.0,342265.305,11262.0,1132794.0,0.0,899986.0,92589.0,1659542.0,51511.0,0.0,131912.295,1846804.57,9400.504,8250.0,7425.0,4732.049,297620.162,143619.51,25547.097,37276.75,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0787,0.3774,0.3032,1.5039,3.7443,2.0832,0.0063,0.5553,0.1747,18.0096,0.0474,0.1612,2.2996,0.3394,1.3281,0.0004,0.0484,2.9552,0.6906,1.0122,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-11,243535.0,345729.563,11276.0,1143133.0,48.0,908322.0,93664.0,1658961.0,51517.0,0.0,132848.915,1854174.1,9460.499,8250.0,7466.0,4732.049,298117.156,144518.51,25547.097,34725.984,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.099,0.4706,0.3858,1.7048,5.0546,2.8767,0.0096,0.7349,0.2373,20.4253,0.0592,0.2027,3.0031,0.3885,1.6416,0.0004,0.0662,3.7609,0.7379,1.3144,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-12,243486.0,345705.359,10791.0,1133822.0,48.0,911816.0,93664.0,1661239.0,51520.0,0.0,132218.295,1828287.39,9495.515,8250.0,7506.0,4852.749,298088.086,143730.81,25547.097,34726.423,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0976,0.4707,0.3922,1.8377,5.0555,4.5979,0.0098,0.735,0.2406,21.3572,0.0674,0.2028,3.2273,0.3885,1.6417,0.0004,0.0688,3.7614,0.7872,1.3147,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-01,244750.0,351705.642,10796.0,1121251.0,48.0,914786.0,93664.0,1682271.0,51518.0,0.0,136448.892,1857951.62,9594.551,8250.0,7536.0,4852.749,284943.814,147730.81,27047.097,34970.862,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.104,0.392,0.3891,1.8059,5.5293,2.8271,0.0158,0.7166,0.2394,19.7618,0.0618,0.2043,3.1822,0.3911,0.4731,0.0004,0.0614,3.3933,0.4993,1.3958,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
