,Austria Debt,Belgium Debt,Cyprus Debt,Germany Debt,Estonia Debt,Spain Debt,Finland Debt,France Debt,Greece Debt,Croatia Debt,Ireland Debt,Italy Debt,Lithuania Debt,Luxembourg Debt,Latvia Debt,Malta Debt,Netherlands Debt,Portugal Debt,Slovenia Debt,Slovakia Debt,Austria MA-5,Belgium MA-5,Croatia MA-5,Cyprus MA-5,Estonia MA-5,Finland MA-5,France MA-5,Germany MA-5,Greece MA-5,Ireland MA-5,Italy MA-5,Latvia MA-5,Lithuania MA-5,Luxembourg MA-5,Malta MA-5,Netherlands MA-5,Portugal MA-5,Slovakia MA-5,Slovenia MA-5,Spain MA-5,Malta PDs,Austria PDs,Belgium PDs,Croatia PDs,Cyprus PDs,Spain PDs,Estonia PDs,Finland PDs,France PDs,Greece PDs,Germany PDs,Ireland PDs,Italy PDs,Latvia PDs,Lithuania PDs,Luxembourg PDs,Netherlands PDs,Portugal PDs,Slovakia PDs,Slovenia PDs,Austria Market Access,Belgium Market Access,Cyprus Market Access,Croatia Market Access,Estonia Market Access,Finland Market Access,France Market Access,Germany Market Access,Greece Market Access,Ireland Market Access,Italy Market Access,Latvia Market Access,Lithuania Market Access,Luxembourg Market Access,Malta Market Access,Netherlands Market Access,Portugal Market Access,Slovakia Market Access,Slovenia Market Access,Spain Market Access
2022-02,287656.322,405298.855,16783.846,1461664.073,1536.488,1114130.087,118588.884,2025802.061,87293.81,27708.204,160313.718,2155931.661,18908.82,14356.488,11909.817,7094.015,333469.005,165902.521,36299.418,49378.454,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.0995,0.2906,0.3691,0.9156,1.8532,1.8052,0.0217,0.2139,0.1447,11.0291,0.0373,0.1081,1.8488,0.3472,0.3575,0.0018,0.0423,2.5308,0.2489,0.6544,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-03,293383.565,392258.954,16813.357,1472203.005,1536.852,1132676.915,119668.309,2052749.688,87065.393,27653.978,152891.845,2175566.453,18704.944,13324.725,11531.138,7022.067,338471.483,166795.639,34746.665,49760.006,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1213,0.3786,0.5945,0.8498,2.6281,2.4551,0.0246,0.3488,0.1761,14.1809,0.0443,0.1528,2.2002,0.3527,0.4064,0.0042,0.0599,2.4835,0.2242,1.6587,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-04,288732.915,397821.624,16800.875,1469510.273,1537.204,1127020.688,114919.475,2028994.029,87146.417,28954.771,153374.194,2168103.622,18943.247,13330.818,11884.366,7025.589,341291.302,168352.439,34800.164,50579.025,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.0912,0.3711,0.6208,0.793,2.2022,2.3659,,0.3555,0.1742,13.6174,0.0433,0.1625,2.1434,0.3523,0.3116,0.0042,0.0665,2.2688,0.2182,1.5202,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05,295623.887,402023.989,15741.437,1490042.371,1537.568,1145617.152,115994.231,2064192.426,89360.063,27695.496,152391.891,2192087.055,18925.5,15810.859,12379.798,6874.535,345707.785,169554.619,35133.695,51047.688,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1138,0.3903,0.5696,0.7497,2.2774,2.1989,0.0198,0.3489,0.1665,14.9684,0.0398,0.1486,2.118,0.396,0.2925,0.0038,0.0577,2.0111,0.2312,1.5955,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-06,296291.069,407670.338,15741.609,1502102.011,1535.658,1167423.208,119731.046,2093595.889,89842.686,27653.032,153451.014,2202264.523,19668.114,15820.302,12459.881,6883.588,350980.005,170471.845,35090.941,51565.309,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1127,0.3379,0.6114,0.674,2.0348,2.1365,0.0181,0.335,0.169,15.2731,0.0406,0.2389,2.1402,0.41,0.3204,0.0036,0.0571,2.0419,0.2645,1.3126,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-07,297268.193,412381.614,15175.608,1495212.368,1536.022,1174481.285,119282.543,2098643.801,91459.265,27831.012,153702.573,2213261.178,19846.153,15787.559,12470.353,7142.609,337484.227,170652.855,35131.5,51631.499,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1319,0.3386,0.6534,0.587,1.6105,2.4461,0.0247,0.4011,0.173,15.5408,0.0439,0.2418,2.339,0.4758,0.3874,0.0035,0.0632,2.2911,0.3106,1.3252,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-08,298531.306,415415.224,15175.278,1510753.453,1536.386,1184063.46,122363.059,2110077.545,88548.231,27863.671,153896.564,2207687.226,20012.219,15789.066,12590.764,7071.949,337842.354,169752.908,35181.779,51681.688,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.0869,0.2314,0.3804,0.5983,0.7732,1.8829,0.0245,0.2687,0.1445,15.9269,0.0361,0.0846,2.0986,0.4749,0.372,0.001,0.0432,2.5279,0.2835,0.4669,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-09,296946.27,405293.687,15138.166,1501505.88,1536.738,1201883.2,118578.154,2135639.644,88746.341,27910.213,154802.504,2178757.391,19650.103,15798.509,12616.039,7063.986,342785.78,170845.505,35619.668,52176.959,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1042,0.2674,0.4011,0.5361,0.7872,1.9547,0.0327,0.3089,0.1593,15.7185,0.0397,0.084,2.2889,0.4495,0.3834,0.0011,0.0459,2.4906,0.3287,0.4523,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-10,301701.688,408738.738,15148.692,1561152.427,2537.334,1191354.536,119860.598,2119393.992,87575.641,27964.379,149925.841,2205669.13,20933.339,15808.266,13423.168,7623.284,345611.185,161909.337,35966.512,53422.299,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.0978,0.2743,0.4155,0.5417,0.5979,2.0214,0.0316,0.3362,0.1768,15.845,0.0417,0.0796,2.4409,0.4386,0.4551,0.0006,0.0395,2.4695,0.3414,0.483,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-11,292863.598,409779.552,15136.936,1584320.702,2540.989,1202662.884,121391.8,2135012.823,89186.209,27989.718,149609.028,2214033.22,21152.227,15817.709,13450.403,7712.778,348812.259,162154.573,36267.996,53923.035,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1061,0.3133,0.4716,0.6038,1.062,1.9593,0.0267,0.3281,0.2116,11.7398,0.0462,0.0711,2.4443,0.5282,0.3856,0.0006,0.0437,2.514,0.3317,0.4857,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-12,294012.599,411166.196,14535.318,1579394.632,2544.372,1207792.477,121481.37,2151408.338,89381.61,28008.647,149221.949,2214866.425,21173.05,15827.466,13464.343,7723.78,350953.934,159648.207,36260.738,53903.662,386557.2,470428.4,53625.3,22714.9,27708.4,236056.0,2381125.7,3487496.0,179057.9,367485.7,1767764.7,29049.1,48881.1,63663.2,14371.3,815182.8,206504.6,93207.6,47001.1,1200139.6,0.1093,0.3122,0.4071,0.5052,1.0723,1.8218,0.028,0.3072,0.1974,9.4962,0.0415,0.0396,2.291,0.4471,0.3634,0.0006,0.0399,2.3542,0.2883,0.4496,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-01,301507.289,417496.934,14288.023,1599851.535,2548.149,1198011.195,122957.375,2180596.446,87575.632,27925.672,152865.547,2224074.636,21352.909,15837.224,14214.91,7724.883,339455.927,161666.911,37714.595,54345.102,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.4614,0.3299,0.1943,0.0055,2.9025,1.7402,0.0373,0.2512,0.1903,11.2304,0.0447,0.2096,2.0511,0.4909,0.3774,0.0066,0.0269,1.8191,0.24,0.2405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-02,305845.824,421577.695,14277.942,1607675.307,2551.56,1231236.078,125995.095,2203643.127,87176.998,27952.733,152211.617,2254926.661,21462.768,15833.537,14338.131,8065.141,345679.129,166240.935,37890.42,55425.616,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.1106,0.2372,0.3701,0.4378,0.9183,1.878,0.0243,0.2287,0.1893,7.692,0.0397,0.0365,2.1767,0.3942,0.3722,0.0006,0.0446,2.0196,0.2796,0.5386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-03,311301.032,424607.604,14303.082,1630986.481,2555.337,1239048.098,128862.142,2211602.377,86928.707,29744.123,145462.886,2257746.419,21737.685,18804.286,14575.093,8298.42,351777.012,165602.226,36718.752,55900.994,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.4335,0.3457,0.1862,0.0414,2.8848,1.7562,0.0435,0.2742,0.2251,9.9116,0.0449,0.2132,1.9545,0.3942,0.3872,0.0064,0.0288,1.7939,0.2327,0.3178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-04,312947.912,429878.01,15288.913,1622116.099,2558.992,1223448.118,124999.624,2222650.657,89760.814,29766.155,145675.61,2286668.236,21097.96,18821.654,13790.823,8302.868,359532.323,165168.519,36815.973,56631.817,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.1124,0.2757,0.4067,3.7497,1.0221,1.9553,0.0255,0.3258,0.2155,7.5359,0.0409,0.0425,2.3374,0.3472,0.3228,0.0007,0.0474,2.1999,0.2879,0.6701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-05,317407.221,433531.727,15258.953,1634184.83,2562.769,1233282.89,129390.956,2204441.0,90386.594,29799.418,144458.96,2277349.924,21204.804,18800.539,13732.527,7920.385,361738.743,165456.398,36868.125,57165.212,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.1086,0.2797,0.4086,3.6714,0.9844,1.8446,0.0232,0.3052,0.2028,7.0521,0.0367,0.0404,2.2947,0.3355,0.3338,0.0007,0.0454,2.2544,0.2862,0.5843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-06,319122.551,424534.641,15264.924,1650511.131,3077.404,1260285.039,131315.453,2237268.995,90504.172,31251.27,145445.846,2311546.087,22354.744,18817.907,13775.445,7930.904,365702.794,165893.695,36924.825,59628.383,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.1085,0.3002,0.3987,4.0275,0.9296,1.9443,0.0267,0.2724,0.1858,8.6475,0.0367,0.0413,2.2665,0.3447,0.3416,0.0006,0.0434,2.4529,0.3073,0.6599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-07,309709.167,428331.89,14249.678,1670982.601,3082.742,1246274.597,130893.132,2241951.199,92848.932,31215.9,145624.83,2327415.971,22454.258,16790.869,14561.469,8250.757,350032.393,166803.751,36963.8,59721.397,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.1177,0.324,0.4374,3.9201,0.9634,2.0998,0.0336,0.2994,0.1893,10.6375,0.039,0.0482,2.3861,0.4139,0.3534,0.0008,0.0461,2.7613,0.3112,0.7076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-08,310914.277,433137.479,14270.421,1673405.248,3088.08,1255286.192,134272.149,2263057.421,93081.836,31259.437,145813.269,2306087.896,22035.897,16796.896,14612.956,8256.035,350401.763,167092.162,36954.067,59798.411,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.1119,0.3037,0.4193,3.6486,1.0479,2.2345,0.032,0.2936,0.1721,10.6333,0.0382,0.0431,2.383,0.3958,0.3458,0.0008,0.044,2.8222,0.2887,0.8211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-09,311139.32,435016.768,13947.516,1686376.848,3093.246,1272120.436,129768.624,2281266.428,93476.493,31316.505,147504.781,2303588.407,22234.627,16810.713,14638.344,8544.856,355203.316,168209.669,37039.654,60684.849,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.128,0.295,0.4321,3.8058,1.3516,2.2271,0.0318,0.2618,0.1715,10.607,0.0378,0.0448,2.3751,0.4273,0.3337,0.0008,0.0439,2.7528,0.2775,0.7474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-10,308169.173,429892.448,13973.027,1690005.553,3038.583,1263037.187,131394.066,2263756.017,94113.316,31381.549,147579.828,2321887.707,22336.741,16824.99,14712.312,8890.923,362486.298,158844.657,37099.469,60904.65,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.4141,0.4224,0.344,0.0112,3.0884,2.4724,,0.3336,0.2047,13.2336,0.0466,0.2161,2.6489,0.3876,0.3245,0.0101,0.0359,2.7404,0.2674,0.3557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-11,310653.545,431003.554,13928.6,1712827.864,3043.749,1269856.737,132449.076,2278487.712,94544.745,31184.215,147763.101,2311131.078,22459.528,16838.807,15133.097,8733.339,362850.741,159064.336,37094.983,59992.293,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.3654,0.3487,0.3094,0.0113,2.1524,2.1776,0.054,0.2592,0.1879,10.4887,0.0378,0.1876,1.8245,0.3099,0.3142,0.0082,0.0296,2.0039,0.2664,0.2759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-12,312178.063,432228.237,13934.105,1706878.765,3048.693,1284206.872,132662.15,2284284.432,94753.262,31216.111,147922.819,2316421.985,22704.394,16853.084,15207.316,8749.63,363224.081,156793.877,37147.311,59667.84,402699.7,494489.1,57106.1,24527.9,30133.8,244341.8,2453589.1,3618752.0,185153.0,409956.2,1818480.6,31065.6,53917.3,67375.7,15518.7,863774.6,216194.2,98224.8,49857.8,1240860.6,0.3297,0.3381,0.3034,0.0112,1.9777,2.043,0.0546,0.2522,0.184,9.4556,0.0362,0.1822,1.721,0.2942,0.306,0.0077,0.0276,1.7261,0.2597,0.2616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01,322010.819,438078.114,13922.16,1706874.644,4047.099,1295412.673,135783.046,2315128.72,94224.714,31146.104,151100.679,2315722.518,22205.713,16867.362,15302.189,8749.775,348523.308,161224.443,38548.396,61023.811,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.3704,0.3127,0.2976,0.0015,2.168,1.8396,0.0595,0.2579,0.1739,8.1899,0.0357,0.1966,1.6963,0.2755,0.274,0.0098,0.0269,1.6252,0.2369,0.2434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02,324923.756,441914.376,13905.874,1719371.521,4054.74,1315805.95,137813.272,2313045.701,98452.242,31187.044,151063.44,2336970.097,23884.155,16868.218,15434.133,9140.769,356799.377,159048.406,38858.627,62908.903,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.4312,0.3984,0.4053,0.0023,1.9215,1.4436,0.0836,0.2899,0.1683,7.9719,0.0379,0.2249,1.5698,0.3702,0.3343,0.0113,0.0242,1.991,0.2828,0.3445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-03,327758.491,445127.323,13925.994,1723840.167,4062.907,1332160.714,139460.178,2321946.226,97178.869,32566.006,142621.651,2353931.128,24116.167,18020.597,15678.923,8890.436,360606.105,160292.01,39199.315,66618.414,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.0862,0.2843,0.3794,0.2079,0.8003,1.4744,0.0367,0.2182,0.1711,6.2962,0.0303,0.0376,1.9087,0.3346,0.3969,0.0102,0.0372,1.8994,0.212,0.6195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-04,332045.286,452642.564,13869.813,1730990.44,4070.812,1323177.493,140010.29,2344176.481,95651.036,32599.147,143792.656,2355130.464,23722.821,18037.394,14648.909,8897.296,365315.783,161274.84,39263.091,67301.299,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.1157,0.3607,0.4829,0.5004,1.0937,2.0552,0.0472,0.3867,0.251,9.5417,0.0406,0.052,2.3553,0.5548,0.691,0.0106,0.0488,2.1955,0.3157,0.8329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-05,339030.183,454939.61,13830.489,1733484.414,4078.979,1317415.646,141646.181,2334793.006,99084.258,32633.558,144053.327,2376374.209,23944.466,18015.583,14827.682,8957.22,369946.849,165478.766,39337.247,68073.849,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.1239,0.354,0.478,0.4642,1.0509,2.1319,0.0586,0.3725,0.2546,10.0176,0.0431,0.0506,2.649,0.5782,0.6277,0.0105,0.05,2.2373,0.3151,0.8324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-06,342862.209,442143.303,13818.89,1742302.117,4084.614,1342947.476,143674.396,2363600.042,98893.188,32540.023,144173.289,2406987.659,23094.484,18032.381,14850.577,8904.342,370755.503,165705.023,39393.687,67131.161,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.1372,0.3684,0.464,0.4238,1.1202,2.2187,0.0602,0.3744,0.2662,10.4026,0.0449,0.0589,2.7558,0.5977,0.629,0.0114,0.0517,2.2776,0.3593,0.8261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07,332928.778,446454.412,13839.569,1762060.062,4092.782,1332082.261,143283.552,2373539.056,99125.826,33098.572,144174.861,2415400.978,24288.837,18049.738,14837.711,8703.842,355307.001,165812.288,39409.586,67255.001,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.1586,0.3658,0.472,0.3296,0.8347,2.1594,0.059,0.449,0.2565,10.0278,0.045,0.0636,2.5616,0.59,0.6325,0.0124,0.0514,2.1633,0.4146,0.854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-08,333551.126,447692.663,13859.647,1764261.724,4100.95,1342868.192,147430.562,2401744.726,99367.841,33147.485,144366.015,2417505.673,24204.006,18058.823,14861.375,9090.117,355745.913,166043.737,39412.655,67362.797,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.1656,0.3733,0.4667,0.3234,0.8417,2.1271,0.0586,0.4872,0.2514,9.8502,0.0446,0.0617,2.5353,0.5757,0.6218,0.0122,0.0561,2.1491,0.4399,0.8969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-09,343943.798,450729.267,13845.073,1769235.921,4309.107,1357956.187,144952.205,2429513.702,99777.858,33209.871,145545.623,2415844.709,24405.36,18075.621,15494.426,9083.668,358456.038,165960.349,38004.538,68028.93,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.1958,0.3751,0.4426,0.3169,0.8101,2.1231,0.0634,0.4586,0.2509,9.4263,0.0468,0.0521,2.5314,0.6004,0.6004,0.0111,0.0549,2.0823,0.4195,0.8815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-10,335214.632,441048.263,13861.661,1773377.283,4257.671,1346856.462,147001.799,2442067.524,100275.566,33280.41,145478.866,2434924.567,24492.093,19337.637,15517.181,9298.032,361165.447,165071.885,38795.537,68259.179,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.536,0.3626,0.3242,,1.6787,1.3247,,0.4187,0.2137,8.6283,0.0395,0.1929,1.5089,0.5507,0.458,0.0078,0.0363,1.4526,0.4343,0.3543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-11,336904.505,444342.794,13831.503,1790445.92,4266.118,1342874.477,148017.467,2420909.494,100762.053,32846.651,145485.809,2445298.452,24483.579,19357.181,15541.731,9266.708,363897.276,166547.492,38797.131,68179.503,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.107,0.2878,0.2906,0.2166,0.5535,1.0979,0.0443,0.2846,0.1615,6.2815,0.0303,0.0315,1.4093,0.3663,0.4336,0.0067,0.0298,1.3505,0.3161,0.6445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-12,339605.23,445598.101,12832.204,1783363.453,4274.452,1336662.302,148452.063,2421504.99,100979.14,32881.811,145637.695,2428449.697,24664.2,19377.378,15592.076,9278.467,363801.832,165537.381,38851.723,68312.188,420698.2,521831.2,62111.1,26434.3,32483.6,252535.6,2547824.8,3775808.0,194069.3,447874.7,1889209.7,33309.4,59486.4,71535.4,16892.2,916346.6,228779.3,104936.2,53555.6,1298070.2,0.0999,0.3264,0.2969,0.213,0.4666,1.136,0.0434,0.2421,0.1776,5.4973,0.0306,0.0334,1.4815,0.336,0.4227,0.0088,0.033,1.4845,0.277,0.6737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
